date,gas_price,percent_change
2021-01-01,7.19,
2021-02-01,7.204,0.19471488178024465
2021-03-01,7.155,-0.6801776790671732
2021-04-01,7.07,-1.187980433263447
2021-05-01,7.322,3.5643564356435675
2021-06-01,7.727,5.531275607757458
2021-07-01,7.739,0.1552995988093553
2021-08-01,7.74,0.012921566093804238
2021-09-01,7.749,0.11627906976743319
2021-10-01,7.937,2.4261194992902357
2021-11-01,8.599,8.340682877661587
2021-12-01,10.722,24.68891731596696
